Model,Concept,MP Index,Chunk ID,Score
MiniLM,bioethanol,3,1664,0.32592761516571045
MiniLM,biofuel,3,1664,0.3788229525089264
MiniLM,biogenic carbon emissions,5,2079,0.36954423785209656
MiniLM,biogenic carbon emissions,3,1664,0.31871840357780457
MiniLM,biogenic carbon emissions,4,1775,0.31245723366737366
MiniLM,biogenic volatile organic compounds,1,856,0.29136544466018677
MiniLM,biogeophysical potential,4,1813,0.41541486978530884
MiniLM,biogeophysical potential,9,2482,0.3959011137485504
MiniLM,biogeophysical potential,5,2067,0.38469937443733215
MiniLM,biogeophysical potential,3,1664,0.3819659352302551
MiniLM,biogeophysical potential,4,1772,0.3785068988800049
MiniLM,biological  pump,4,1775,0.40946972370147705
MiniLM,biological  pump,5,2086,0.3538965880870819
MiniLM,biological  pump,4,1776,0.34778717160224915
MiniLM,biological  pump,4,1708,0.34398409724235535
MiniLM,biological  pump,4,1700,0.3374965786933899
MiniLM,biomass,3,1664,0.5059003829956055
MiniLM,biomass,1,812,0.38727375864982605
MiniLM,biomass,0,586,0.32133352756500244
MiniLM,biomass,1,957,0.31189391016960144
MiniLM,biomass,1,956,0.309620201587677
MiniLM,biomes,0,326,0.42919328808784485
MiniLM,biomes,0,144,0.40201500058174133
MiniLM,biomes,1,956,0.39382651448249817
MiniLM,biomes,3,1664,0.3932735025882721
MiniLM,biomes,0,325,0.38974475860595703
MiniLM,biosphere,3,1664,0.3804607093334198
MiniLM,biosphere,4,1752,0.3466578722000122
MiniLM,biosphere,2,1045,0.3453064560890198
MiniLM,biosphere,0,144,0.3359149396419525
MiniLM,biosphere,0,501,0.335532009601593
MiniLM,blocking,2,1109,0.30025872588157654
MiniLM,blue carbon,4,1775,0.5881593823432922
MiniLM,blue carbon,4,1814,0.47585973143577576
MiniLM,blue carbon,4,1812,0.47335827350616455
MiniLM,blue carbon,4,1776,0.46660715341567993
MiniLM,blue carbon,4,1818,0.4208466708660126
MiniLM,blue infrastructure,0,717,0.46301206946372986
MiniLM,blue infrastructure,0,245,0.4628128111362457
MiniLM,blue infrastructure,5,2074,0.4384627938270569
MiniLM,blue infrastructure,9,2436,0.43363553285598755
MiniLM,blue infrastructure,1,859,0.41402268409729004
MiniLM,Brewer–Dobson circulation,2,1015,0.30985042452812195
MiniLM,burden,5,2092,0.33148252964019775
MiniLM,CO2 equivalent  emission,5,2079,0.38403353095054626
MiniLM,CO2 equivalent  emission,4,1775,0.37304794788360596
MiniLM,CO2 equivalent  emission,4,1700,0.3614415228366852
MiniLM,CO2 equivalent  emission,4,1773,0.3416643738746643
MiniLM,CO2 equivalent  emission,4,1772,0.33209604024887085
MiniLM,canopy temperature,0,244,0.3632917106151581
MiniLM,canopy temperature,0,487,0.3600734770298004
MiniLM,canopy temperature,0,596,0.35421985387802124
MiniLM,canopy temperature,0,597,0.3439564108848572
MiniLM,canopy temperature,5,2088,0.32935643196105957
MiniLM,capacity building,0,259,0.5986135005950928
MiniLM,capacity building,0,36,0.5372042059898376
MiniLM,capacity building,0,37,0.5089794397354126
MiniLM,capacity building,0,256,0.4911574721336365
MiniLM,capacity building,5,2140,0.49108996987342834
MiniLM,carbon–climate feedback,4,1775,0.551384687423706
MiniLM,carbon–climate feedback,4,1774,0.5320498943328857
MiniLM,carbon–climate feedback,4,1700,0.5023832321166992
MiniLM,carbon–climate feedback,9,2484,0.461885541677475
MiniLM,carbon–climate feedback,4,1773,0.4603598117828369
MiniLM,carbon cycle,4,1775,0.34668058156967163
MiniLM,carbon cycle,4,1812,0.31018275022506714
MiniLM,carbon cycle,4,1700,0.30879437923431396
MiniLM,carbon cycle,4,1773,0.30720803141593933
MiniLM,carbon dioxide,4,1775,0.410720556974411
MiniLM,carbon dioxide,5,2083,0.4101000130176544
MiniLM,carbon dioxide,4,1700,0.4045315086841583
MiniLM,carbon dioxide,5,2079,0.4008098840713501
MiniLM,carbon dioxide,4,1773,0.3742218613624573
MiniLM,carbon dioxide  fertilisation,3,1664,0.46483033895492554
MiniLM,carbon dioxide  fertilisation,0,244,0.38595065474510193
MiniLM,carbon dioxide  fertilisation,4,1775,0.3534829914569855
MiniLM,carbon dioxide  fertilisation,9,2484,0.33611804246902466
MiniLM,carbon dioxide  fertilisation,0,243,0.3356339931488037
MiniLM,carbon dioxide capture and storage,4,1775,0.33962106704711914
MiniLM,carbon dioxide capture and storage,4,1700,0.3328048884868622
MiniLM,carbon dioxide capture and storage,5,2079,0.3170570135116577
MiniLM,carbon dioxide capture and storage,4,1773,0.307717889547348
MiniLM,carbon dioxide capture and utilisation,4,1700,0.44992730021476746
MiniLM,carbon dioxide capture and utilisation,4,1775,0.3939766585826874
MiniLM,carbon dioxide capture and utilisation,4,1773,0.37072792649269104
MiniLM,carbon dioxide capture and utilisation,4,1774,0.35342472791671753
MiniLM,carbon dioxide capture and utilisation,4,1813,0.34462299942970276
MiniLM,carbon dioxide removal,4,1775,0.467085599899292
MiniLM,carbon dioxide removal,4,1700,0.4416157603263855
MiniLM,carbon dioxide removal,4,1773,0.41978719830513
MiniLM,carbon dioxide removal,4,1772,0.39580395817756653
MiniLM,carbon dioxide removal,5,2079,0.36503615975379944
MiniLM,carbon feedback,4,1775,0.5391808152198792
MiniLM,carbon feedback,4,1774,0.5157577991485596
MiniLM,carbon feedback,4,1700,0.4884941875934601
MiniLM,carbon feedback,4,1773,0.44796448945999146
MiniLM,carbon feedback,9,2484,0.44448322057724
MiniLM,carbon footprint,5,2079,0.4000800549983978
MiniLM,carbon footprint,4,1775,0.3903576731681824
MiniLM,carbon footprint,0,243,0.36085203289985657
MiniLM,carbon footprint,0,281,0.3539375364780426
MiniLM,carbon footprint,4,1700,0.34382134675979614
MiniLM,carbon intensity,5,2079,0.3581962287425995
MiniLM,carbon intensity,4,1775,0.30910542607307434
MiniLM,carbon neutrality,4,1700,0.4570409059524536
MiniLM,carbon neutrality,4,1775,0.4533489942550659
MiniLM,carbon neutrality,4,1773,0.43342503905296326
MiniLM,carbon neutrality,5,2079,0.4229908585548401
MiniLM,carbon neutrality,4,1781,0.42025378346443176
MiniLM,carbon price,5,2079,0.36031004786491394
MiniLM,carbon price,4,1775,0.3537916839122772
MiniLM,carbon price,4,1700,0.3153628706932068
MiniLM,carbon price,4,1773,0.29358911514282227
MiniLM,carbon price,0,494,0.28916874527931213
MiniLM,carbon sequestration,4,1775,0.42627713084220886
MiniLM,carbon sequestration,4,1707,0.40706539154052734
MiniLM,carbon sequestration,4,1773,0.3954843282699585
MiniLM,carbon sequestration,4,1813,0.39230695366859436
MiniLM,carbon sequestration,4,1812,0.3855798840522766
MiniLM,carbon stock,4,1775,0.31091198325157166
MiniLM,carbon stock,4,1812,0.2992512881755829
MiniLM,carbonate pump,4,1775,0.3780418634414673
MiniLM,carbonate pump,4,1772,0.3265937268733978
MiniLM,carbonate pump,4,1776,0.32486602663993835
MiniLM,carbonate pump,4,1773,0.3130200505256653
MiniLM,carbonate pump,4,1700,0.31291109323501587
MiniLM,cascading impacts,5,2094,0.49004995822906494
MiniLM,cascading impacts,5,2059,0.47483769059181213
MiniLM,cascading impacts,5,2095,0.45903313159942627
MiniLM,cascading impacts,9,2483,0.4544408321380615
MiniLM,cascading impacts,2,1101,0.4464357793331146
MiniLM,catchment,0,717,0.4951314330101013
MiniLM,catchment,0,591,0.47077763080596924
MiniLM,catchment,9,2475,0.4630892872810364
MiniLM,catchment,5,2069,0.44109058380126953
MiniLM,catchment,0,592,0.43645501136779785
MiniLM,Cenozoic Era,0,239,0.304874062538147
